Name	468_MeCP2_NTC - linear total RPKM	468_MeCP2_sh1 - linear total RPKM	468_MeCP2_sh3 - linear total RPKM
FTSJ1	3.279	14.213	14.295
FTSJ3	8.124	19.726	20.167
FTX	15.736	21.719	20.275
FUBP1	1.64	9.125	6.699
FUBP3	5.007	17.188	15.431
FUCA1	3.768	7.354	7.735
FUCA2	4.582	30.931	26.197
FUNDC1	0.156	6.539	4.417
FUNDC2	6.906	38.205	38.328
FUOM	1.358	3.799	3.744
FURIN	2.241	4.88	6.683
FUS	26.843	53.325	45.198
FUT1	1.569	3.79	4.957
FUT2	0.021	0.01	0.021
FUT3	1.963	4.953	6.295
FUT4	0.047	1.26	0.826
FUT5	0.083	1.239	0.198
FUT6	0.489	0.778	1.494
FUT7	0	0.022	0.141
FUT8	0.456	3.056	4.721
FUT8-AS1	0.018	0.096	0.176
FUT9	0.204	10.789	8.701
FUT10	0.56	3.255	2.942
FUT11	8.215	10.221	9.192
FUZ	0.686	2.976	2.127
FXN	0.115	5.798	5.342
FXR1	2.231	14.52	12.443
FXR2	4.859	15.388	14.134
FXYD1	0.034	0.057	0.281
FXYD2	0	0	0
FXYD3	40.84	293.533	237.507
FXYD4	0	0	0
FXYD5	12.264	70.352	60.801
FXYD6	0.057	1.674	0.81
FXYD6-FXYD2	0.043	0.731	1.135
FXYD7	0.003	0.002	0.475
FYB1	0	0	0
FYB2	0.079	0.275	0.081
FYCO1	0.93	3.413	2.636
FYN	0.11	2.973	3.676
FYTTD1	14.232	15.151	14.171
FZD1	2.418	7.68	5.944
FZD2	2.316	6.561	8.797
FZD3	5.715	5.378	5.334
FZD4	0.216	1.123	0.805
FZD4-DT	0.031	0.026	0.012
FZD5	2.532	9.089	7.423
FZD6	5.447	27.872	24.54
FZD7	3.044	7.649	6.746
FZD8	0.147	0.071	0.055
FZD9	1.015	1.254	1.321
FZD10	0	0	0
FZD10-AS1	2.066	2.04	2.058
FZR1	4.618	10.437	9.211
G0S2	0	0	0
G2E3	0.794	5.374	4.507
G2E3-AS1	0.026	0.03	0.241
G3BP1	21.868	75.027	70.733
G3BP2	7.842	45.389	39.937
G6PC	0	0	0
G6PC2	0	0	0
G6PC3	4.085	15.517	15.372
G6PD	24.214	94.771	114.413
GAA	12.904	47.727	45.611
GAB1	1.089	4.179	3.034
GAB2	4.853	15.521	17.297
GAB3	0.002	0.001	0.006
GAB4	0.001	0.001	0
GABARAP	8.578	69.292	59.924
GABARAPL1	3.2	15.795	21.66
GABARAPL2	9.32	52.639	44.161
GABBR1	2.911	6.608	5.22
GABBR2	0.4	0.446	0.735
GABPA	2.45	15.409	14.207
GABPB1	1.231	8.501	6.772
GABPB1-AS1	5.743	4.913	5.593
GABPB1-IT1	2.794	2.741	2.836
GABPB2	10.319	11.414	9.029
GABRA1	0.001	0	0
GABRA2	0	0	0
GABRA3	1.82	9.486	8.314
GABRA4	0.001	0	0.001
GABRA5	0	0	0
GABRA6	0	0	0
GABRB1	15.243	12.816	12.765
GABRB2	0.001	0	0
GABRB3	0	0	0
GABRD	0.001	0.001	0.001
GABRE	0.011	0.01	0.002
GABRG1	0	0	0
GABRG2	0.127	0.322	0.183
GABRG3	0	0.001	0
GABRG3-AS1	0.001	0.01	0.002
GABRP	1.02	12.533	3.134
GABRQ	0.315	1.192	0.498
GABRR1	0	0.005	0
GABRR2	0.335	0.575	0.339
GABRR3	0	0	0
GACAT1	0	0.015	0.127
GACAT2	0.526	0.671	1.56
GACAT3	0	0.002	0.001
GAD1	0.029	0.81	1.003
GAD2	0	0	0
GADD45A	11.855	31.121	56.13
GADD45B	8.889	29.834	25.714
GADD45G	2.142	5.014	5.368
GADD45GIP1	33.261	81.856	88.241
GADL1	0.001	0	0
GAGE1	2.024	2.065	1.891
GAGE2A	0	0	0
GAGE10	0	0	0
GAGE12B	0	0	0
GAGE12C	0	0	0
GAGE12D	0	0	0
GAGE12E	0	0	0
GAGE12F	0	0	0
GAGE12G	0	0	0
GAGE12H	0	0	0
GAGE12J	0	0	0
GAGE13	0	0	0
GAK	4.995	14.162	14.141
GAL	1.351	3.191	3.343
GAL3ST1	0	0.012	0.001
GAL3ST2	0.023	0.451	0.405
GAL3ST3	0	0	0.002
GAL3ST4	0.053	0.871	0.592
GALC	0	0	0
GALE	5.635	22.651	21.164
GALK1	4.999	8.176	9.14
GALK2	1.95	2.703	2.411
GALM	0.668	1.954	1.438
GALNS	3.929	14.842	16.257
GALNT1	0.302	11.548	9.811
GALNT2	8.16	30.08	23.266
GALNT3	4.022	14.853	13.71
GALNT4	0.26	1.848	1.413
GALNT5	0	0	0
GALNT6	11.762	10.092	10.327
GALNT7	5.19	11.477	18.233
GALNT8	0	0	0
GALNT9	0	0.002	0.009
GALNT10	7.229	20.409	21.835
GALNT11	0.657	3.09	2.75
GALNT12	0.932	0.843	0.915
GALNT13	0.107	0.187	0.248
GALNT14	0.331	0.091	0.416
GALNT15	0	0.001	0.012
GALNT16	0.1	0.148	0.145
GALNT17	0.359	0.403	0.489
GALNT18	0.001	0	0
GALNTL5	0	0	0
GALNTL6	0	0.001	0.001
GALNTL6-AS1	0.001	0.006	0.001
GALP	0	0	0
GALR1	2.643	6.305	4.142
GALR2	0.044	0.379	0.265
GALR3	0.015	0.3	0.426
GALT	3.662	15.559	11.785
GAMT	3.253	7.26	6.909
GAN	5.7	23.104	17.631
GANAB	28.132	132.574	126.694
GANC	0.105	2.761	2.726
GAP43	0	0	0
GAPDH	319.038	1789.627	1450.552
GAPDHS	0.766	2.119	1.884
GAPLINC	0.002	0.002	0.213
GAPT	0	0	0
GAPVD1	9.829	12.041	11.257
GAR1	2.719	10.83	7.312
GAREM1	1.253	3.493	2.724
GAREM2	0.5	0.41	0.751
GARNL3	0.428	0.764	1.08
GARS-DT	0.591	2.078	1.692
GARS1	34.278	127.228	124.143
GART	16.155	69.688	84.938
GAS1	0.836	6.14	2.448
GAS1RR	4.456	3.687	3.591
GAS2	0.015	0.203	0.103
GAS2L1	9.288	21.83	18.767
GAS2L2	0.006	0.078	0.001
GAS2L3	0.158	7.185	4.249
GAS5	79.306	378.016	336.871
GAS5-AS1	0.094	3.962	2.14
GAS6	1.646	3.696	7.46
GAS6-AS1	0.16	0.01	0.261
GAS6-DT	10.743	7.931	8.17
GAS7	1.639	6.021	6.313
GAS8	5.048	12.164	11.637
GAS8-AS1	2.734	3.434	3.406
GASAL1	2.221	2.049	1.976
GASK1A	0.575	1.716	1.207
GASK1B	0.038	1.802	1.447
GAST	0	0	0.002
GATA1	0.001	0	0.014
GATA2	0.366	1.084	0.927
GATA2-AS1	1.607	2.275	2.905
GATA3	5.116	16.092	14.111
GATA3-AS1	0.024	0.359	0.177
GATA4	0	0	0
GATA5	0.252	0.485	0.623
GATA6	3.371	6.535	7.477
GATA6-AS1	0.239	0.314	0.275
GATAD1	19.726	18.226	17.516
GATAD2A	11.154	53.345	50.119
GATAD2B	3.419	27.922	18.85
GATB	1.536	4.327	4.455
GATC	11.347	15.347	15.169
GATD1	31.769	27.118	29.168
GATD3A	26.462	81.196	79.801
GATD3B	0.017	0.216	0.007
GATM	0.505	0.013	0.155
GAU1	3.271	2.959	2.716
GBA	5.674	25.205	17.602
GBA2	9.877	38.655	37.256
GBAT2	0.026	0.043	0.19
GBE1	0.17	7.08	6.115
GBF1	2.703	12.215	9.286
GBGT1	0.069	0.911	0.695
GBP1	1.106	8.47	4.484
GBP2	0.648	4.112	0.875
GBP3	1.879	9.359	6.529
GBP4	0.016	0.007	0.001
GBP5	0	0.001	0
GBP6	0.012	0.008	0.001
GBP7	0.012	0.211	0.012
GBX1	0.001	0.002	0.001
GBX2	0.015	0.185	0.372
GC	0	0	0.001
GCA	2.256	15.858	12.007
GCAT	6.127	23.31	22.652
GCC1	3.13	9.483	9.696
GCC2	1.775	9.403	8.788
GCC2-AS1	1.029	1.419	1.549
GCDH	10.141	19.12	20.336
GCFC2	3.526	5.27	5.162
GCG	0.002	0.002	0
GCGR	0	0.001	0
GCH1	2.432	4.873	4.003
GCHFR	2.284	5.137	3.221
GCK	0	0	0
GCKR	0	0	0
GCLC	6.633	19.879	23.92
GCLM	17.046	32.04	39.263
GCM1	0	0	0
GCM2	0.009	0	0.002
GCN1	9.548	27.16	26.969
GCNA	0.059	1.118	0.706
GCNT1	0.052	0.012	0.01
GCNT2	2.854	17.698	12.106
GCNT3	0.191	0.143	0.159
GCNT4	0.001	0	0.008
GCOM1	2.061	3.397	3.154
GCSAM	0.002	0.018	0.162
GCSAML	0	0	0
GCSAML-AS1	0.044	0.911	0.69
GCSH	16.687	60.464	58.564
GCSIR	0.014	0.007	0.001
GDA	0.044	0.224	0.154
GDAP1	0.516	1.61	0.48
GDAP1L1	0.669	1.049	0.759
GDAP2	2.521	15.32	12.485
GDE1	11.68	25.663	22.633
GDF1	2.42	5.213	6.077
GDF2	0	0	0
GDF3	0	0.001	0
GDF5	0	0	0
GDF5OS	0	0	0
GDF6	0	0	0
GDF7	0	0.001	0.062
GDF9	0.014	0.169	0.019
GDF10	0	0	0
GDF11	0.858	2.638	2.241
GDF15	0.104	2.507	9.15
GDI1	10.433	65.42	61.183
GDI2	19.756	119.831	102.144
GDNF	0	0	0
GDNF-AS1	0.001	0	0.001
GDPD1	12.066	9.736	11.389
GDPD2	1.784	2.097	2.176
GDPD3	0.075	2.021	1.638
GDPD4	0	0.001	0
GDPD5	0.985	5.71	5.478
GDPGP1	0.103	3.091	2.487
GEM	0.002	0.002	0.336
GEMIN2	1.846	6.395	6.246
GEMIN4	3.13	10.175	10.306
GEMIN5	3.481	14.618	12.337
GEMIN6	0.367	11.698	9.247
GEMIN7	0.247	8.354	4.508
GEMIN7-AS1	3.634	10.747	8.363
GEMIN8	4.465	3.774	3.724
GEN1	1.116	6.085	4.869
GET1	1.635	5.551	6.079
GET3	10.163	51.46	46.758
GET4	23.431	49.008	51.271
GFAP	0.001	0.014	0.007
GFER	9.892	15.915	16.087
GFI1	0.033	0.636	0.429
GFI1B	0	0	0
GFM1	2.918	14.884	10.977
GFM2	2.262	7.463	7.027
GFOD1	7.843	24.576	21.492
GFOD2	4.698	17.121	12.988
GFPT1	7.948	32.945	27.033
GFPT2	0.039	0.329	0.868
GFRA1	0.001	0	0.001
GFRA2	0	0	0
GFRA3	0.038	0.035	0.271
GFRA4	0	0	0
GFRAL	0	0	0
GFY	0.001	0.011	0.016
GGA1	12.409	16.429	15.225
GGA2	4.16	17.11	16.926
GGA3	2.47	14.026	12.765
GGACT	1.098	2.925	4.13
GGCT	15.415	89.076	78.518
GGCX	14.967	18.476	17.79
GGH	3.869	24.633	22.098
GGN	0.403	0.921	0.62
GGNBP2	2.511	17.965	15.827
GGPS1	3.886	29.756	17.922
GGT1	0.501	2.054	2.413
GGT2	0.05	0.567	0.618
GGT5	2.299	7.465	6.601
GGT6	4.623	20.891	19.49
GGT7	1.419	5.824	5.466
GGTLC1	0.03	0.578	0.699
GGTLC2	0.055	1.335	1.402
GGTLC3	0.006	0.128	0.327
GH1	0	0	0
GH2	0	0	0
GHDC	3.745	7.444	7.427
GHET1	2.03	8.152	6.852
GHITM	16.003	83.159	79.309
GHR	0	0	0
GHRH	0.002	0	0
GHRHR	0	0	0
GHRL	0.099	1.404	0.814
GHRLOS	0.267	1.005	0.989
GHSR	0	0.001	0.002
GID4	2.48	3.516	3.342
GID8	6.876	36.558	32.279
GIGYF1	6.65	15.414	15.2
GIGYF2	5.264	15.692	13.25
GIHCG	0.104	2.042	1.682
GIMAP1	0	0	0
GIMAP1-GIMAP5	0	0	0
GIMAP2	0.019	0.02	0.002
GIMAP4	0	0	0
GIMAP5	0	0	0
GIMAP6	0	0.002	0
GIMAP7	0	0	0
GIMAP8	0	0	0
GIMD1	0	0	0
GIN1	3.143	3.645	3.257
GINM1	2.434	13.538	11.766
GINS1	17.577	16.144	18.894
GINS2	6.444	33.113	24.813
GINS3	4.247	8.545	7.395
GINS4	4.757	18.29	16.02
GIP	0	0	0
GIPC1	54.399	120.496	123.668
GIPC2	0	0.018	0.002
GIPC3	0.054	0.175	0.075
GIPR	0.025	0.308	0.177
GIT1	6.744	15.583	15.409
GIT2	0.914	6.92	4.483
GJA1	0.129	0.568	0.416
GJA3	0.054	0.595	0.787
GJA4	0.277	0.54	0.284
GJA5	0.158	1.132	1.435
GJA8	0.351	0.491	0.426
GJA9	0.002	0.002	0
GJA9-MYCBP	0.629	2.06	2.137
GJA10	0	0.001	0
GJB1	0	0	0
GJB2	0.041	0.625	0.641
GJB3	1.666	6.094	10.004
GJB4	0.272	0.015	0.144
GJB5	0.87	3.38	4.377
GJB6	0	0	0
GJB7	0.002	0.002	0.002
GJC1	1.387	10.734	9.203
GJC2	0.399	0.797	0.309
GJC3	0.033	0.041	0.379
GJD2	0	0	0
GJD3	1.193	3.228	3.867
GJD4	0.001	0	0
GJE1	0	0	0
GK	0.679	2.376	1.983
GK2	0	0	0
GK5	15.818	16.359	15.413
GKAP1	0.604	2.375	2.145
GKN1	0	0	0
GKN2	0	0	0
GLA	0.296	12.84	11.449
GLB1	4.447	19.347	18.534
GLB1L	0.062	0.946	1.177
GLB1L2	0.078	0.329	0.223
GLB1L3	8.621	7.069	7.303
GLCCI1	0.077	2.07	1.76
GLCCI1-DT	0.014	0.255	0.016
GLCE	1.299	5.861	4.53
GLDC	0.01	0.115	0.01
GLDN	0.001	0.013	0
GLE1	2.976	18.755	15.348
GLG1	18.416	36.544	43.434
GLI1	0.008	0.001	0.112
GLI2	0.001	0	0
GLI3	0.388	3.073	3.701
GLI4	2.919	6.889	6.765
GLIDR	1.536	8.003	11.089
GLIPR1	0.04	0.987	0.367
GLIPR1L1	0	0.015	0.002
GLIPR1L2	0.012	0.124	0.087
GLIPR2	1.935	8.051	8.502
GLIS1	0	0	0
GLIS2	2.235	4.475	6.709
GLIS2-AS1	0.03	0.612	0.368
GLIS3	0.222	0.536	0.343
GLIS3-AS1	0.002	0.098	0.158
GLMN	1.111	5.837	4.525
GLMP	2.654	15.025	9.918
GLO1	10.154	50.789	44.967
GLOD4	21.067	20.56	20.384
GLOD5	0.002	0.017	0.017
GLP1R	0.004	0.006	0.021
GLP2R	0	0	0
GLRA1	0.018	0.299	0.19
GLRA2	0	0	0
GLRA3	0	0.001	0
GLRB	5.383	6.308	5.555
GLRX	0.131	3.434	2.12
GLRX2	2.914	19.388	12.898
GLRX3	8.893	30.37	32.758
GLRX5	15.65	34.655	32.987
GLS	5.041	15.519	13.101
GLS2	0.725	2.323	2.455
GLT1D1	0	0.001	0
GLT6D1	0	0	0
GLT8D1	1.542	5.291	5.435
GLT8D2	0.108	2.092	3.118
GLTP	10.867	29.733	27.741
GLTPD2	0.82	0.695	1.323
GLUD1	11.68	53.366	59.402
GLUD2	0.044	0.002	0.002
GLUL	20.693	101.95	78.255
GLYAT	0	0	0
GLYATL1	0.053	0.796	0.015
GLYATL1B	0.039	0.28	0.138
GLYATL2	0.258	5.114	1.36
GLYATL3	0	0	0
GLYCTK	1.121	1.621	1.57
GLYCTK-AS1	0.009	0.056	0.031
GLYR1	0.236	0.32	0.422
GM2A	0.75	54.892	53.546
GMCL1	7.378	10.668	9.376
GMCL2	0	0.001	0
GMDS	10.272	43.188	46.112
GMDS-DT	0.093	1.858	1.973
GMEB1	1.278	5.021	5.106
GMEB2	3.61	9.611	9.021
GMFB	0.326	15.475	12.222
GMFG	0	0.021	0.017
GMIP	5.329	14.778	16.087
GML	0	0	0
GMNC	0.013	0.143	0.064
GMNN	8.017	55.623	44.913
GMPPA	3.86	18.79	18.142
GMPPB	3.85	10.461	9.346
GMPR	0.138	0.675	0.996
GMPR2	3.252	12.098	13.058
GMPS	8.73	53.847	43.454
GNA11	2.466	22.196	19.353
GNA12	7.349	18.574	17.674
GNA13	7.322	19.555	20.205
GNA14	0.02	0.553	0.22
GNA14-AS1	0	0.002	0.014
GNA15	0.864	3.331	3.582
GNAI1	0.096	1.523	1.199
GNAI2	4.783	18.18	17.035
GNAI3	11.189	62.804	55.6
GNAL	0.214	0.781	0.465
GNAO1	1.777	16.516	14.804
GNAQ	2.886	22.695	17.302
GNAS	41.633	170.374	167.049
GNAS-AS1	0	0.002	0
GNAT1	0.001	0.001	0.001
GNAT2	0.058	0.938	0.907
GNAT3	0	0	0
GNAZ	0.166	0.604	0.331
GNB1	26.126	114.018	111.174
GNB1L	1.295	5.58	5.046
GNB2	30.344	132.086	121.115
GNB3	0	0.006	0.001
GNB4	1.618	7.948	5.989
GNB5	10.561	8.94	9.459
GNE	3.598	16.43	8.594
GNG2	0	0	0
GNG3	0.046	0.002	0.037
GNG4	0.053	2.879	2.668
GNG5	20.486	132.962	119.182
GNG7	0.069	1.551	0.073
GNG8	0	0.002	0
GNG10	0.272	9.884	12.011
GNG11	0.091	4.701	3.386
GNG12	6.644	44.351	27.431
GNG12-AS1	0.259	1.352	1.479
GNG13	0.04	0.05	0.566
GNG14	0.077	0.049	0.983
GNGT1	0	0.044	0
GNGT2	0	0	0
GNL1	16.032	49.215	51.458
GNL2	9.322	55.093	44.219
GNL3	7.353	37.601	32.171
GNL3L	4.653	15.528	14.292
GNLY	0	0	0
GNMT	0.015	0.463	0.214
GNPAT	2.968	17.31	10.977
GNPDA1	2.162	9.572	8.394
GNPDA2	0.125	5.101	2.874
GNPNAT1	0.373	15.703	15.076
GNPTAB	3.368	13.104	10.334
GNPTG	3.806	15.8	15.428
GNRH1	0.083	2.219	1.765
GNRH2	0.024	0.296	0.02
GNRHR	0.024	0.337	0.261
GNS	1.604	8.661	10.299
GOLGA1	0.808	2.849	2.671
GOLGA2	5.71	24.251	20.341
GOLGA3	8.37	25.521	25.286
GOLGA4	3.565	17.399	13.729
GOLGA5	1.164	7.366	6.267
GOLGA6A	0.001	0.002	0
GOLGA6B	0.001	0.004	0
GOLGA6C	0.001	0.007	0
GOLGA6D	0.001	0.004	0
GOLGA6L1	0	0.001	0.004
GOLGA6L2	0.005	0.006	0.006
GOLGA6L3	0.067	0.044	0.019
GOLGA6L4	0.122	0.111	0.064
GOLGA6L6	0	0.001	0.001
GOLGA6L7	0.001	0	0
GOLGA6L9	0.471	1.08	1.379
GOLGA6L10	0.569	3.012	2.504
GOLGA6L22	0.001	0.001	0.001
GOLGA7	4.699	42.42	24.918
GOLGA7B	0.002	0.179	0.493
GOLGA8A	5.851	4.576	4.814
GOLGA8B	1.833	3.655	2.572
GOLGA8F	0.104	0.289	0.134
GOLGA8G	0.005	0	0
GOLGA8H	0	0.001	0.005
GOLGA8J	0.028	0.215	0.265
GOLGA8K	0.004	0.002	0.006
GOLGA8M	0.012	0.105	0.038
GOLGA8N	0.003	0	0.009
GOLGA8O	0.016	0.024	0.088
GOLGA8Q	0.003	0	0.009
GOLGA8R	0.03	0.137	0.112
GOLGA8S	0.005	0.001	0
GOLGA8T	0.009	0.005	0.049
GOLGB1	5.811	15.215	13.069
GOLIM4	2.034	7.941	5.384
GOLM1	4.59	26.282	20.023
GOLPH3	15.388	54.59	52.196
GOLPH3L	2.222	14.241	10.462
GOLT1A	0.038	0.026	0.029
GOLT1B	0.245	10.018	7.135
GON4L	2.989	14.176	10.433
GON7	2.148	10.121	12.757
GOPC	3.799	17.892	22.223
GORAB	1.144	4.438	2.757
GORAB-AS1	0.022	0.442	0.239
GORASP1	3.218	11.217	10.508
GORASP2	6.56	38	30.196
GOSR1	2.085	7.787	7.368
GOSR2	5.12	7.117	7.457
GOT1	4.396	20.957	22.777
GOT1L1	0.014	0.089	0.225
GOT2	10.879	54.148	51.259
GP1BA	0.058	0.397	0.757
GP1BB	0.001	0	0
GP2	0	0	0
GP5	0.011	0.001	0.069
GP6	3.837	3.481	3.65
GP9	0	0	0
GPA33	0	0	0
GPAA1	16.044	63.247	60.669
GPALPP1	8.001	8.781	7.292
GPAM	0.573	2.188	1.331
GPANK1	5.459	13.111	12.645
GPAT2	0.159	0.511	0.451
GPAT3	0.067	1.029	0.596
GPAT4	7.502	11.487	12.064
GPATCH1	2.076	7.658	6.893
GPATCH2	2.619	10.828	5.5
GPATCH2L	3.729	8.345	8.156
GPATCH3	2.202	5.199	4.31
GPATCH4	3.9	18.686	12.565
GPATCH8	1.818	9.018	7.482
GPATCH11	5.908	9.646	6.178
GPBAR1	0.407	0.383	0.266
GPBP1	4.309	22.351	19.651
GPBP1L1	3.486	21.859	18.142
GPC1	4.712	15.714	15.336
GPC2	1.249	2.702	3.495
GPC3	0.012	0.678	0.018
GPC3-AS1	0	0	0
GPC4	2.17	10.673	12.109
GPC5	0.001	0	0
GPC5-AS1	3.406	3.924	3.911
GPC5-AS2	0	0	0
GPC6	0	0	0
GPC6-AS1	0	0	0
GPC6-AS2	0	0	0
GPCPD1	1.226	6.155	4.231
GPD1	0.167	0.022	0.113
GPD1L	2.013	6.837	5.293
GPD2	4.918	24.852	20.333
GPER1	0.066	1.528	1.585
GPHA2	0.002	0.017	0.018
GPHB5	0	0	0
GPHN	0.14	4.508	2.849
GPI	37.884	126.225	123.89
GPIHBP1	0.001	0	0
GPKOW	3.64	9.954	9.303
GPLD1	2.051	2.956	3.132
GPM6A	0.011	0.002	0
GPM6B	0.012	0.153	0.229
GPN1	5.87	17.553	15.316
GPN2	5.012	9.465	9.202
GPN3	1.855	9.361	9.177
GPNMB	5.373	6.17	3.415
GPR1	0	0	0
GPR1-AS	5.491	4.592	4.448
GPR3	0.002	0.013	0.26
GPR4	0	0.002	0
GPR6	0	0	0
GPR12	0.075	0.751	0.404
GPR15	0	0	0
GPR17	0.002	0.011	0.184
GPR18	0.902	1.204	1.697
GPR19	0.06	1.026	0.903
GPR20	0	0	0.001
GPR21	0.034	0.037	0.33
GPR22	0.044	0.159	0.507
GPR25	0.001	0	0
GPR26	0.001	0	0
GPR27	1.763	3.468	2.908
GPR31	0	0	0
GPR32	0	0.001	0
GPR33	0	0	0
GPR34	0.002	0.014	0.183
GPR35	0.258	0.312	0.393
GPR37	0.282	0.69	0.238
GPR37L1	0.121	0.259	0.304
GPR39	0.067	0.657	1.904
GPR42	0.001	0	0
GPR45	0.002	0.002	0.118
GPR50	0	0	0
GPR50-AS1	0	0	0
GPR52	0.036	0.494	0.262
GPR55	0.002	0	0
GPR61	0	0.013	0.001
GPR62	0.003	0.235	0.239
GPR63	0.022	0.002	0
GPR65	0	0	0
GPR68	0.041	0.138	0.367
GPR75	0.074	1.254	1.085
GPR75-ASB3	0.98	7.036	5.313
GPR78	2.864	2.985	2.999
GPR82	0.002	0.018	0.017
GPR83	0	0	0
GPR84	0	0.001	0
GPR85	0	0	0.001
GPR87	0	0.133	0.022
GPR88	0	0	0
GPR89A	0.779	7.311	5.796
GPR89B	1.102	11.818	7.026
GPR101	0	0	0.001
GPR107	4.411	15.93	14.026
GPR108	7.159	22.937	20.263
GPR119	0	0	0.002
GPR132	0	0.002	0
GPR135	1.384	2.442	3.185
GPR137	7.43	15.939	17.099
GPR137B	3.591	4.854	3.936
GPR137C	0.041	1.689	1.852
GPR139	0	0	0
GPR141	0.624	0.828	0.685
GPR142	0	0	0.001
GPR143	0.333	0.956	0.324
GPR146	0.086	1.283	1.918
GPR148	0	0	0
GPR149	0.001	0	0
GPR150	0	0.002	0
GPR151	0	0.014	0.009
GPR152	0	0.015	0
GPR153	1.438	2.115	2.628
GPR155	0.053	0.091	0.001
GPR156	0.053	1.046	1.399
GPR157	1.634	5.225	4.248
GPR158	0.028	0.175	0.117
GPR158-AS1	0	0	0
GPR160	0.959	3.545	3.367
GPR161	9.632	9.203	8.526
GPR162	0.001	0	0.118
GPR171	0	0	0
GPR173	0.013	0.064	0.292
GPR174	0	0	0
GPR176	0.025	0.776	0.4
GPR176-DT	2.251	2.137	2.025
GPR179	0.014	0.037	0.046
GPR180	2.462	13.047	10.7
GPR182	0.019	0.135	0.002
GPR183	0.072	1.363	1.37
GPRACR	3.206	2.972	2.949
GPRASP1	0.189	0.873	0.819
GPRASP2	0.05	1.045	0.664
GPRC5A	7.435	31.484	36.493
GPRC5B	0.62	4.528	2.332
GPRC5C	0.055	0	0.001
GPRC5D	0.002	0.016	0.029
GPRC5D-AS1	1.568	1.483	1.336
GPRC6A	0	0	0
GPRIN1	6.05	17.438	18.671
GPRIN2	4.406	9.375	10.083
GPRIN3	0	0	0.039
GPS1	3.225	10.165	10.047
GPS2	4.481	18.984	17.76
GPSM1	1.449	6.148	7.276
GPSM2	6.421	40.297	27.373
GPSM3	0.039	0.214	0.027
GPT	0.557	2.347	2.123
GPT2	33.427	80.901	103.123
GPX1	20.778	141.117	127.491
GPX2	3.911	4.138	3.463
GPX3	0.066	1.211	1.113
GPX4	24.523	112.08	125.574
GPX5	0	0	0
GPX6	0	0	0
GPX7	0	0	0
GPX8	12.408	12.84	17.093
GRAMD1A	8.669	30.768	29.019
GRAMD1B	0.061	0.513	0.746
GRAMD1C	0.489	1.918	1.365
GRAMD2A	2.536	14.17	14.373
GRAMD2B	1.39	9.239	5.631
GRAMD4	3.365	10.204	7.633
GRAP	0	0.001	0.002
GRAP2	0.055	0.041	0.03
GRAPL	5.428	5.313	5.831
GRASP	0.171	0.015	0.121
GRASP-AS1	0.028	0.333	0.014
GRB2	7.375	52.909	44.75
GRB7	2.934	9.259	8.67
GRB10	0.688	2.566	2.878
GRB14	1.189	3.542	3.205
GREB1	1.837	1.457	1.536
GREB1L	0.522	1.993	1.824
GREM1	0	0.002	0.239
GREM2	0	0	0
GRHL1	5.301	20.912	17.924
GRHL2	18.072	43.322	48.545
GRHL3	1.952	6.264	5.096
GRHL3-AS1	0.347	0.479	0.45
GRHPR	27.404	84.502	80.993
GRIA1	0.008	0.001	0.003
GRIA2	0.043	0.04	0.063
GRIA3	0.007	0.001	0
GRIA4	0.122	0.274	0.255
GRID1	0.001	0.001	0
GRID1-AS1	0	0	0
GRID2	0.004	0.001	0.001
GRID2IP	0.347	0.813	0.49
GRIFIN	0.001	0.002	0.015
GRIK1	0.08	0.159	0.09
GRIK1-AS1	0	0	0
GRIK1-AS2	0.002	0.261	0.171
GRIK2	0.15	1.082	0.373
GRIK3	0	0	0
GRIK4	0	0	0
GRIK5	0.194	0.37	0.331
GRIN1	0.236	0.869	0.806
GRIN2A	0.035	0.545	0.817
GRIN2B	0.006	0.001	0.001
GRIN2C	0.099	0.345	0.179
GRIN2D	0.294	0.604	0.62
GRIN3A	0	0.006	0.001
GRIN3B	0.053	0.63	0.753
GRINA	8.928	58.092	45.404
GRIP1	0.531	1.391	1.808
GRIP2	0.184	0.868	0.465
GRIPAP1	2.189	7.428	7.726
GRK1	0.014	0.014	0.243
GRK2	14.585	31.293	28.357
GRK3	4.496	5.921	6.585
GRK4	0.029	0.312	0.092
GRK5	1.946	15.081	13.022
GRK5-IT1	0.341	0.744	0.762
GRK6	16.108	53.301	57.204
GRK7	0.001	0.001	0
GRM1	0.001	0	0
GRM2	0.166	0.08	0.014
GRM3	0	0	0
GRM3-AS1	0	0.004	0.004
GRM4	0.035	0.006	0.096
GRM5	0.001	0.005	0
GRM5-AS1	0	0.001	0
GRM6	0.045	0.01	0.001
GRM7	0.001	0.001	0.001
GRM7-AS1	0	0	0
GRM7-AS2	0.002	0.002	0.038
GRM7-AS3	0	0	0
GRM8	0	0	0
GRM8-AS1	0.32	0.687	0.575
GRN	15.421	48.676	56.918
GRP	0	0	0
GRPEL1	0.405	17.608	16.432
GRPEL2	7.408	19.057	20.371
GRPEL2-AS1	0.002	0.531	0.482
GRPR	0	0.001	0
GRSF1	10.113	38.373	38.115
GRTP1	14.354	36.568	40.266
GRTP1-AS1	0.078	1.115	1.129
GRWD1	10.87	27.946	25.191
GRXCR1	0	0	0
GRXCR2	0	0	0
GS1-24F4.2	0.001	0.103	0.001
GS1-124K5.4	0.102	0.741	0.896
